LJ046-0033|The adequacy of existing procedures can fairly be assessed only after full consideration of the difficulty of the protective assignment,|The adequacy of existing procedures can fairly be assessed only after full consideration of the difficulty of the protective assignment,
LJ046-0034|with particular attention to the diverse roles which the President is expected to fill.|with particular attention to the diverse roles which the President is expected to fill.
LJ046-0035|After reviewing this aspect of the matter this chapter will set forth the Commission's conclusions|After reviewing this aspect of the matter this chapter will set forth the Commission's conclusions
LJ046-0036|regarding certain protective measures in force at the time of the Dallas trip and propose recommendations for improvements.|regarding certain protective measures in force at the time of the Dallas trip and propose recommendations for improvements.
LJ046-0037|The nature of the protective assignment.|The nature of the protective assignment.
LJ046-0038|The President is Head of State, Chief Executive, Commander in Chief, and leader of a political party.|The President is Head of State, Chief Executive, Commander in Chief, and leader of a political party.
LJ046-0039|As the ceremonial head of the Government the President must discharge a wide range of public duties, not only in Washington but throughout the land.|As the ceremonial head of the Government the President must discharge a wide range of public duties, not only in Washington but throughout the land.
LJ046-0040|In this role he appears to the American people, in the words of William Howard Taft, as, quote,|In this role he appears to the American people, in the words of William Howard Taft, as, quote,
LJ046-0041|the personal embodiment and representative of their dignity and majesty, end quote.|the personal embodiment and representative of their dignity and majesty, end quote.
LJ046-0042|As Chief Executive, the President controls the exercise of the vast, almost incalculable powers of the executive branch of the Federal Government.|As Chief Executive, the President controls the exercise of the vast, almost incalculable powers of the executive branch of the Federal Government.
LJ046-0043|As Commander in Chief of the Armed Forces, he must maintain ultimate authority over the development and disposition of our military power.|As Commander in Chief of the Armed Forces, he must maintain ultimate authority over the development and disposition of our military power.
LJ046-0044|in accordance with George Washington's maxim that Americans have a government, quote, of accommodation as well as a government of laws, end quote,|in accordance with George Washington's maxim that Americans have a government, quote, of accommodation as well as a government of laws, end quote,
LJ046-0045|it is the President's right and duty to be the active leader of his party, as when he seeks to be reelected or to maintain his party in power.|it is the President's right and duty to be the active leader of his party, as when he seeks to be reelected or to maintain his party in power.
LJ046-0046|In all of these roles the President must go to the people.|In all of these roles the President must go to the people.
LJ046-0047|Exposure of the President to public view through travel among the people of this country is a great and historic tradition of American life.|Exposure of the President to public view through travel among the people of this country is a great and historic tradition of American life.
LJ046-0048|Desired by both the President and the public, it is an indispensable means of communication between the two.|Desired by both the President and the public, it is an indispensable means of communication between the two.
LJ046-0049|More often than not, Presidential journeys have served more than one purpose at the same time: ceremonial,|More often than not, Presidential journeys have served more than one purpose at the same time: ceremonial,
LJ046-0050|administrative, political.|administrative, political.
LJ046-0051|From George Washington to John F. Kennedy, such journeys have been a normal part of the President's activities.|From George Washington to John F. Kennedy, such journeys have been a normal part of the President's activities.
LJ046-0052|To promote nationwide acceptance of his administration Washington made grand tours that served also to excite interest in the Presidency.|To promote nationwide acceptance of his administration Washington made grand tours that served also to excite interest in the Presidency.
LJ046-0053|In recent years, Presidential journeys have been frequent and extensive,|In recent years, Presidential journeys have been frequent and extensive,
LJ046-0054|partly because of the greater speed and comfort of travel and partly because of the greater demands made on the President.|partly because of the greater speed and comfort of travel and partly because of the greater demands made on the President.
LJ046-0055|It is now possible for Presidents to travel the length and breadth of a land far larger than the United States|It is now possible for Presidents to travel the length and breadth of a land far larger than the United States
LJ046-0056|in 1789 in less time than it took George Washington to travel from New York to Mount Vernon|in seventeen eighty-nine in less time than it took George Washington to travel from New York to Mount Vernon
LJ046-0057|or Thomas Jefferson from Washington to Monticello.|or Thomas Jefferson from Washington to Monticello.
LJ046-0058|During his Presidency, Franklin D. Roosevelt made almost 400 journeys and traveled more than 350,000 miles.|During his Presidency, Franklin D. Roosevelt made almost four hundred journeys and traveled more than three hundred fifty thousand miles.
LJ046-0059|Since 1945, Roosevelt's successors have ranged the world,|Since nineteen forty-five, Roosevelt's successors have ranged the world,
LJ046-0060|and their foreign journeys have come to be accepted as normal rather than extraordinary.|and their foreign journeys have come to be accepted as normal rather than extraordinary.
LJ046-0061|John F. Kennedy's journey to Texas in November 1963 was in this tradition.|John F. Kennedy's journey to Texas in November nineteen sixty-three was in this tradition.
LJ046-0062|His friend and Special Assistant Kenneth O'Donnell, who accompanied him on his last visit to Dallas,|His friend and Special Assistant Kenneth O'Donnell, who accompanied him on his last visit to Dallas,
LJ046-0063|stated the President's views of his responsibilities with simplicity and clarity, quote,|stated the President's views of his responsibilities with simplicity and clarity, quote,
LJ046-0064|The President's views of his responsibilities as President of the United States were that he meet the people, that he go out to their homes and see them,|The President's views of his responsibilities as President of the United States were that he meet the people, that he go out to their homes and see them,
LJ046-0065|and allow them to see him, and discuss, if possible, the views of the world as he sees it, the problems of the country as he sees them.|and allow them to see him, and discuss, if possible, the views of the world as he sees it, the problems of the country as he sees them.
LJ046-0066|And he felt that leaving Washington for the President of the United States was a most necessary -- not only for the people, but for the President himself,|And he felt that leaving Washington for the President of the United States was a most necessary -- not only for the people, but for the President himself,
LJ046-0067|that he expose himself to the actual basic problems that were disturbing the American people.|that he expose himself to the actual basic problems that were disturbing the American people.
LJ046-0068|It helped him in his job here, he was able to come back here with a fresh view of many things.|It helped him in his job here, he was able to come back here with a fresh view of many things.
LJ046-0069|I think he felt very strongly that the President ought to get out of Washington, and go meet the people on a regular basis. End quote.|I think he felt very strongly that the President ought to get out of Washington, and go meet the people on a regular basis. End quote.
LJ046-0070|Whatever their purposes Presidential journeys have greatly enlarged and complicated the task of protecting the President.|Whatever their purposes Presidential journeys have greatly enlarged and complicated the task of protecting the President.
LJ046-0071|The Secret Service and the Federal, State, and local law enforcement agencies which cooperate with it,|The Secret Service and the Federal, State, and local law enforcement agencies which cooperate with it,
LJ046-0072|have been confronted in recent years with increasingly difficult problems, created by the greater exposure of the President during his travels|have been confronted in recent years with increasingly difficult problems, created by the greater exposure of the President during his travels
LJ046-0073|and the greater diversity of the audiences he must face in a world torn by conflicting ideologies.|and the greater diversity of the audiences he must face in a world torn by conflicting ideologies.
LJ046-0074|If the sole goal were to protect the life of the President, it could be accomplished with reasonable assurance despite the multiple roles he must play.|If the sole goal were to protect the life of the President, it could be accomplished with reasonable assurance despite the multiple roles he must play.
LJ046-0075|But his very position as representative of the people prevents him from effectively shielding himself from the people.|But his very position as representative of the people prevents him from effectively shielding himself from the people.
LJ046-0076|He cannot and will not take the precautions of a dictator or a sovereign.|He cannot and will not take the precautions of a dictator or a sovereign.
LJ046-0077|Under our system, measures must be sought to afford security without impeding the President's performance of his many functions.|Under our system, measures must be sought to afford security without impeding the President's performance of his many functions.
LJ046-0078|The protection of the President must be thorough but inconspicuous to avoid even the suggestion of a garrison state.|The protection of the President must be thorough but inconspicuous to avoid even the suggestion of a garrison state.
LJ046-0079|The rights of private individuals must not be infringed.|The rights of private individuals must not be infringed.
LJ046-0080|If the protective job is well done, its performance will be evident only in the unexceptional fact of its success.|If the protective job is well done, its performance will be evident only in the unexceptional fact of its success.
LJ046-0081|The men in charge of protecting the President, confronted by complex problems and limited as they are in the measures they may employ,|The men in charge of protecting the President, confronted by complex problems and limited as they are in the measures they may employ,
LJ046-0082|must depend upon the utmost cooperation and understanding from the public and the President.|must depend upon the utmost cooperation and understanding from the public and the President.
LJ046-0083|The problem and the reasonable approach to its solution were ably stated in a memorandum prepared by FBI Director J. Edgar Hoover|The problem and the reasonable approach to its solution were ably stated in a memorandum prepared by FBI Director J. Edgar Hoover
LJ046-0084|for the President soon after the assassination, quote,|for the President soon after the assassination, quote,
LJ046-0085|The degree of security that can be afforded the President of the United States|The degree of security that can be afforded the President of the United States
LJ046-0086|is dependent to a considerable extent upon the degree of contact with the general public desired by the President.|is dependent to a considerable extent upon the degree of contact with the general public desired by the President.
LJ046-0087|Absolute security is neither practical nor possible. An approach to complete security would require the President|Absolute security is neither practical nor possible. An approach to complete security would require the President
LJ046-0088|to operate in a sort of vacuum, isolated from the general public and behind impregnable barriers.|to operate in a sort of vacuum, isolated from the general public and behind impregnable barriers.
LJ046-0089|His travel would be in secret; his public appearances would be behind bulletproof glass. A more practical approach necessitates compromise.|His travel would be in secret; his public appearances would be behind bulletproof glass. A more practical approach necessitates compromise.
LJ046-0090|Any travel, any contact with the general public, involves a calculated risk on the part of the President and the men responsible for his protection.|Any travel, any contact with the general public, involves a calculated risk on the part of the President and the men responsible for his protection.
LJ046-0091|Such risks can be lessened when the President recognizes the security problem,|Such risks can be lessened when the President recognizes the security problem,
LJ046-0092|has confidence in the dedicated Secret Service men who are ready to lay down their lives for him|has confidence in the dedicated Secret Service men who are ready to lay down their lives for him
LJ046-0093|and accepts the necessary security precautions which they recommend.|and accepts the necessary security precautions which they recommend.
LJ046-0094|Many Presidents have been understandably impatient with the security precautions which many years of experience dictate|Many Presidents have been understandably impatient with the security precautions which many years of experience dictate
LJ046-0095|because these precautions reduce the President's privacy and the access to him of the people of the country.|because these precautions reduce the President's privacy and the access to him of the people of the country.
LJ046-0096|Nevertheless the procedures and advice should be accepted if the President wishes to have any security.|Nevertheless the procedures and advice should be accepted if the President wishes to have any security.
LJ046-0097|Evaluation Of Presidential Protection At The Time Of The Assassination Of President Kennedy|Evaluation Of Presidential Protection At The Time Of The Assassination Of President Kennedy
LJ046-0098|The history of Presidential protection shows growing recognition over the years that the job must be done by able, dedicated,|The history of Presidential protection shows growing recognition over the years that the job must be done by able, dedicated,
LJ046-0099|thoroughly professional personnel, using the best technical equipment that can be devised.|thoroughly professional personnel, using the best technical equipment that can be devised.
LJ046-0100|The assassination of President Kennedy demands an examination of the protective measures employed to safe guard him|The assassination of President Kennedy demands an examination of the protective measures employed to safe guard him
LJ046-0101|and an inquiry whether improvements can be made which will reduce the risk of another such tragedy.|and an inquiry whether improvements can be made which will reduce the risk of another such tragedy.
LJ046-0102|This section considers first the means used to locate potential sources of danger to the President in time to take appropriate precautions.|This section considers first the means used to locate potential sources of danger to the President in time to take appropriate precautions.
LJ046-0103|In this connection the information available to Federal agencies about Lee Harvey Oswald|In this connection the information available to Federal agencies about Lee Harvey Oswald
LJ046-0104|is set out and the reasons why this information was not furnished to the Secret Service appraised.|is set out and the reasons why this information was not furnished to the Secret Service appraised.
LJ046-0105|Second, the adequacy of other advance preparations for the security of the President, during his visit to Dallas,|Second, the adequacy of other advance preparations for the security of the President, during his visit to Dallas,
LJ046-0106|largely measures taken by the Secret Service, is considered.|largely measures taken by the Secret Service, is considered.
LJ046-0107|Finally, the performance of those charged with the immediate responsibility of protecting the President on November 22 is reviewed.|Finally, the performance of those charged with the immediate responsibility of protecting the President on November twenty-two is reviewed.
LJ046-0108|Intelligence Functions Relating to Presidential Protection at the Time of the Dallas Trip|Intelligence Functions Relating to Presidential Protection at the Time of the Dallas Trip
LJ046-0109|A basic element of Presidential protection|A basic element of Presidential protection
LJ046-0110|is the identification and elimination of possible sources of danger to the President before the danger becomes actual.|is the identification and elimination of possible sources of danger to the President before the danger becomes actual.
LJ046-0111|The Secret Service has attempted to perform this function through the activities of its Protective Research Section|The Secret Service has attempted to perform this function through the activities of its Protective Research Section
LJ046-0112|and requests to other agencies, Federal and local, for useful information.|and requests to other agencies, Federal and local, for useful information.
LJ046-0113|The Commission has concluded that at the time of the assassination|The Commission has concluded that at the time of the assassination
LJ046-0114|the arrangements relied upon by the Secret Service to perform this function were seriously deficient.|the arrangements relied upon by the Secret Service to perform this function were seriously deficient.
LJ046-0115|Adequacy of preventive intelligence operations of the Secret Service.|Adequacy of preventive intelligence operations of the Secret Service.
LJ046-0116|The main job of the Protective Research Section (PRS)|The main job of the Protective Research Section (PRS)
LJ046-0117|is to collect, process, and evaluate information about persons or groups who may be a danger to the President.|is to collect, process, and evaluate information about persons or groups who may be a danger to the President.
LJ046-0118|In addition to this function, PRS is responsible for such tasks|In addition to this function, PRS is responsible for such tasks
LJ046-0119|as obtaining clearance of some categories of White House employees and all tradesmen who service the White House,|as obtaining clearance of some categories of White House employees and all tradesmen who service the White House,
LJ046-0120|the security processing of gifts sent to the President, and technical inspections against covert listening devices.|the security processing of gifts sent to the President, and technical inspections against covert listening devices.
LJ046-0121|At the time of the assassination PRS was a very small group, comprised of 12 specialists and 3 clerks.|At the time of the assassination PRS was a very small group, comprised of twelve specialists and three clerks.
LJ046-0122|Many persons call themselves to the attention of PRS by attempting to visit, the President|Many persons call themselves to the attention of PRS by attempting to visit, the President
LJ046-0123|for bizarre reasons or by writing or in some other way attempting to communicate with him in a threatening or abusive manner|for bizarre reasons or by writing or in some other way attempting to communicate with him in a threatening or abusive manner
LJ046-0124|or with undue persistence.|or with undue persistence.
LJ046-0125|Robert I. Bouck, special agent in charge of PRS,|Robert I. Bouck, special agent in charge of PRS,
LJ046-0126|estimated that most of the material received by his office originated in this fashion|estimated that most of the material received by his office originated in this fashion
LJ046-0127|or from the occasional investigations initiated by the Secret Service,|or from the occasional investigations initiated by the Secret Service,
LJ046-0128|while the balance was furnished to PRS by other Federal agencies, with primary source being the FBI.|while the balance was furnished to PRS by other Federal agencies, with primary source being the FBI.
LJ046-0129|The total volume of information received by PRS has risen steadily.|The total volume of information received by PRS has risen steadily.
LJ046-0130|In 1943 PRS received approximately 9,000 items of information;|In nineteen forty-three PRS received approximately nine thousand items of information;
LJ046-0131|in 1953 this had increased to more than 17,000 items;|in nineteen fifty-three this had increased to more than seventeen thousand items;
LJ046-0132|in 1963 the total exceeded 32,000 items.|in nineteen sixty-three the total exceeded thirty-two thousand items.
LJ046-0133|Since many items may pertain to a single case, these figures do not show the caseload.|Since many items may pertain to a single case, these figures do not show the caseload.
LJ046-0134|In the period from November 1961 to November 1963,|In the period from November nineteen sixty-one to November nineteen sixty-three,
LJ046-0135|PRS received items in 8,709 cases.|PRS received items in eight thousand, seven hundred nine cases.
LJ046-0136|Before the assassination of President Kennedy,|Before the assassination of President Kennedy,
LJ046-0137|PRS expressed its interest in receiving information on suspects in very general terms. For example,|PRS expressed its interest in receiving information on suspects in very general terms. For example,
LJ046-0138|PRS instructed the White House mailroom, a source of much PRS data,|PRS instructed the White House mailroom, a source of much PRS data,
LJ046-0139|to refer all communications on identified existing cases and, in addition,|to refer all communications on identified existing cases and, in addition,
LJ046-0140|any communication, quote, that in any way indicates anyone may have possible intention of harming the President, end quote.|any communication, quote, that in any way indicates anyone may have possible intention of harming the President, end quote.
LJ046-0141|Slightly more specific criteria were established for PRS personnel processing White House mail referred by the White House mailroom,|Slightly more specific criteria were established for PRS personnel processing White House mail referred by the White House mailroom,
LJ046-0142|but again the standards were very general.|but again the standards were very general.
LJ046-0143|These instructions to PRS personnel appear to be the only instance where an effort was made to reduce the criteria to writing.|These instructions to PRS personnel appear to be the only instance where an effort was made to reduce the criteria to writing.
LJ046-0144|When requested to provide a specific statement of the standards employed by PRS in deciding what information to seek and retain,|When requested to provide a specific statement of the standards employed by PRS in deciding what information to seek and retain,
LJ046-0145|The Secret Service responded, quote,|The Secret Service responded, quote,
LJ046-0146|The criteria in effect prior to November 22, 1963, for determining whether to accept material for the PRS general files|The criteria in effect prior to November twenty-two, nineteen sixty-three, for determining whether to accept material for the PRS general files
LJ046-0147|were broad and flexible. All material is and was desired, accepted, and filed if it indicated or tended to indicate|were broad and flexible. All material is and was desired, accepted, and filed if it indicated or tended to indicate
LJ046-0148|that the safety of the President is or might be in danger, either at the present or in the future.|that the safety of the President is or might be in danger, either at the present or in the future.
LJ046-0149|There are many actions, situations, and incidents that may indicate such potential danger. Some are specific, such as threats;|There are many actions, situations, and incidents that may indicate such potential danger. Some are specific, such as threats;
LJ046-0150|danger may be implied from others, such as membership or activity in an organization which believes in assassination as a political weapon.|danger may be implied from others, such as membership or activity in an organization which believes in assassination as a political weapon.
LJ046-0151|All material received by PRS was separately screened|All material received by PRS was separately screened
LJ046-0152|and a determination made as to whether the information might indicate possible harm to the President.|and a determination made as to whether the information might indicate possible harm to the President.
LJ046-0153|If the material was evaluated|If the material was evaluated
LJ046-0154|as indicating some potential danger to the President -- no matter how small -- it was indexed in the general PRS files|as indicating some potential danger to the President -- no matter how small -- it was indexed in the general PRS files
LJ046-0155|under the name of the individual or group of individuals to whom that material related. End quote.|under the name of the individual or group of individuals to whom that material related. End quote.
LJ046-0156|The general files of PRS consist of folders on individuals, card indexed by name.|The general files of PRS consist of folders on individuals, card indexed by name.
LJ046-0157|The files are manually maintained, without use of any automatic data-processing techniques.|The files are manually maintained, without use of any automatic data-processing techniques.
LJ046-0158|At the time of the assassination, the active PRS general files contained approximately 50,000 cases|At the time of the assassination, the active PRS general files contained approximately fifty thousand cases
LJ046-0159|accumulated over a 20-year period, some of which included more than one individual.|accumulated over a twenty-year period, some of which included more than one individual.
LJ046-0160|A case file was established if the information available suggested that the subject might be a danger to the President.|A case file was established if the information available suggested that the subject might be a danger to the President.
LJ046-0161|Many of these cases were not investigated by PRS.|Many of these cases were not investigated by PRS.
LJ046-0162|The case file served merely as a repository for information until enough had accumulated to warrant an investigation.|The case file served merely as a repository for information until enough had accumulated to warrant an investigation.
LJ046-0163|During the period November 1961 to November 1963,|During the period November nineteen sixty-one to November nineteen sixty-three,
LJ046-0164|PRS investigated 34 newly established or reactivated cases concerning residents of Texas.|PRS investigated thirty-four newly established or reactivated cases concerning residents of Texas.
LJ046-0165|Most of these cases involved persons who used threatening language in communications to or about the President.|Most of these cases involved persons who used threatening language in communications to or about the President.
LJ046-0166|An additional 115 cases concerning Texas residents were established but not investigated.|An additional one hundred fifteen cases concerning Texas residents were established but not investigated.
LJ046-0167|When PRS learns of an individual whose conduct warrants scrutiny, it requests an investigation by the closest Secret Service field office,|When PRS learns of an individual whose conduct warrants scrutiny, it requests an investigation by the closest Secret Service field office,
LJ046-0168|of which there are 65 throughout the country.|of which there are sixty-five throughout the country.
LJ046-0169|If the field office determines that the case should be subject to continuing review, PRS establishes a file|If the field office determines that the case should be subject to continuing review, PRS establishes a file
LJ046-0170|which requires a checkup at least, every 6 months.|which requires a checkup at least, every six months.
LJ046-0171|This might involve a personal interview or interviews with members of the person's household. Wherever possible,|This might involve a personal interview or interviews with members of the person's household. Wherever possible,
LJ046-0172|the Secret Service arranges for the family and friends of the individual, and local law enforcement officials,|the Secret Service arranges for the family and friends of the individual, and local law enforcement officials,
LJ046-0173|to advise the field office if the subject displays signs of increased danger or plans to leave his home area.|to advise the field office if the subject displays signs of increased danger or plans to leave his home area.
LJ046-0174|At the time of the assassination there were approximately 400 persons throughout the country who were subject to periodic review.|At the time of the assassination there were approximately four hundred persons throughout the country who were subject to periodic review.
LJ046-0175|If PRS concludes after investigation|If PRS concludes after investigation
LJ046-0176|that an individual presents a significant danger to the life of the President, his name is placed in a "trip index file"|that an individual presents a significant danger to the life of the President, his name is placed in a "trip index file"
LJ046-0177|which is maintained on a geographical field office basis.|which is maintained on a geographical field office basis.
LJ046-0178|At the time of the assassination the names of about 100 persons were in this index, all of whom were included in the group of 400|At the time of the assassination the names of about one hundred persons were in this index, all of whom were included in the group of four hundred
LJ046-0179|being reviewed regularly.|being reviewed regularly.
LJ046-0180|PRS also maintains an album of photographs and descriptions of about 12 to 15 individuals who are regarded as clear risks to the President|PRS also maintains an album of photographs and descriptions of about twelve to fifteen individuals who are regarded as clear risks to the President
LJ046-0181|and who do not have a fixed place of residence. Members of the White House detail of the Secret Service have copies of this album.|and who do not have a fixed place of residence. Members of the White House detail of the Secret Service have copies of this album.
LJ046-0182|Individuals who are regarded as dangerous to the President|Individuals who are regarded as dangerous to the President
LJ046-0183|and who are in penal or hospital custody are listed only in the general files of PRS,|and who are in penal or hospital custody are listed only in the general files of PRS,
LJ046-0184|but there is a system for the immediate notification of the Secret Service by the confining institution when a subject is released or escapes.|but there is a system for the immediate notification of the Secret Service by the confining institution when a subject is released or escapes.
LJ046-0185|PRS attempts to eliminate serious risks by hospitalization or, where necessary,|PRS attempts to eliminate serious risks by hospitalization or, where necessary,
LJ046-0186|the prosecution of persons who have committed an offense such as threatening the President.|the prosecution of persons who have committed an offense such as threatening the President.
LJ046-0187|In June 1964 PRS had arrangements to be notified about the release or escape of approximately 1,000 persons.|In June nineteen sixty-four PRS had arrangements to be notified about the release or escape of approximately one thousand persons.
LJ046-0188|In summary, at the time of the assassination|In summary, at the time of the assassination
LJ046-0189|PRS had received, over a 20-year period, basic information on some 50,000 cases;|PRS had received, over a twenty-year period, basic information on some fifty thousand cases;
LJ046-0190|it had arrangements to be notified about release from confinement in roughly 1,000 cases;|it had arrangements to be notified about release from confinement in roughly one thousand cases;
LJ046-0191|it had established periodic regular review of the status of 400 individuals;|it had established periodic regular review of the status of four hundred individuals;
LJ046-0192|it regarded approximately 100 of these 400 cases as serious risks|it regarded approximately one hundred of these four hundred cases as serious risks
LJ046-0193|and 12 to 15 of these cases as highly dangerous risks.|and twelve to fifteen of these cases as highly dangerous risks.
LJ046-0194|Members of the White House detail were expected to familiarize themselves with the descriptions and photographs of the highest risk cases.|Members of the White House detail were expected to familiarize themselves with the descriptions and photographs of the highest risk cases.
LJ046-0195|The cases subject to periodic review and the 100 or so cases in the higher risk category|The cases subject to periodic review and the one hundred or so cases in the higher risk category
LJ046-0196|were filed on a geographic basis, and could conveniently be reviewed by a Secret Service agent preparing for a Presidential trip|were filed on a geographic basis, and could conveniently be reviewed by a Secret Service agent preparing for a Presidential trip
LJ046-0197|to a particular part of the country. These were the files reviewed by PRS on November 8, 1963,|to a particular part of the country. These were the files reviewed by PRS on November eight, nineteen sixty-three,
LJ046-0198|at the request of Special Agent Lawson, advance agent for President Kennedy's trip to Dallas.|at the request of Special Agent Lawson, advance agent for President Kennedy's trip to Dallas.
LJ046-0199|The general files of PRS were not indexed by geographic location and were of little use in preparing for a Presidential visit to a specific locality.|The general files of PRS were not indexed by geographic location and were of little use in preparing for a Presidential visit to a specific locality.
LJ046-0200|Secret Service requests to other agencies for intelligence information|Secret Service requests to other agencies for intelligence information
LJ046-0201|were no more specific than the broad and general instructions its own agents and the White House mailroom.|were no more specific than the broad and general instructions its own agents and the White House mailroom.
LJ046-0202|The head of PRS testified that the Secret Service requested other agencies to provide, quote,|The head of PRS testified that the Secret Service requested other agencies to provide, quote,
